text,label_text,label,clean_text
أَتَأْمُرُونَ ٱلنَّاسَ بِٱلْبِرِّ وَتَنسَوْنَ أَنفُسَكُمْ وَأَنتُمْ تَتْلُونَ ٱلْكِتَٰبَ ۚ أَفَلَا تَعْقِلُونَ [SEP] وَتَنسَوْنَ أَنفُسَكُمْ,Medium,1,اتامرون الناس بالبر وتنسون انفسكم وانتم تتلون الكتاب ۚ افلا تعقلون [SEP] وتنسون انفسكم
أَفَلَا يَرَوْنَ أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ أَفَهُمُ الْغَالِبُونَ [SEP] أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا,High,2,افلا يرون انا ناتي الارض ننقصها من اطرافها ۚ افهم الغالبون [SEP] انا ناتي الارض ننقصها من اطرافها
فَمَا كَانَ جَوَابَ قَوْمِهِ إِلَّا أَن قَالُوا أَخْرِجُوا آلَ لُوطٍ مِّن قَرْيَتِكُمْ ۖ إِنَّهُمْ أُنَاسٌ يَتَطَهَّرُونَ [SEP] إِنَّهُمْ أُنَاسٌ يَتَطَهَّرُونَ,Medium,1,فما كان جواب قومه الا ان قالوا اخرجوا ال لوط من قريتكم ۖ انهم اناس يتطهرون [SEP] انهم اناس يتطهرون
۞ أَفَمَن يَعْلَمُ أَنَّمَآ أُنزِلَ إِلَيْكَ مِن رَّبِّكَ ٱلْحَقُّ كَمَنْ هُوَ أَعْمَىٰٓ ۚ إِنَّمَا يَتَذَكَّرُ أُو۟لُوا۟ ٱلْأَلْبَٰبِ [SEP] كَمَنْ هُوَ أَعْمَىٰ,Medium,1,۞ افمن يعلم انمآ انزل اليك من ربك الحق كمن هو اعمآ ۚ انما يتذكر او۟لوا۟ الالباب [SEP] كمن هو اعما
اسْلُكْ يَدَكَ فِي جَيْبِكَ تَخْرُجْ بَيْضَاءَ مِنْ غَيْرِ سُوءٍ وَاضْمُمْ إِلَيْكَ جَنَاحَكَ مِنَ الرَّهْبِ ۖ فَذَانِكَ بُرْهَانَانِ مِن رَّبِّكَ إِلَىٰ فِرْعَوْنَ وَمَلَئِهِ ۚ إِنَّهُمْ كَانُوا قَوْمًا فَاسِقِينَ [SEP] وَاضْمُمْ إِلَيْكَ جَنَاحَكَ مِنَ الرَّهْبِ,High,2,اسلك يدك في جيبك تخرج بيضاء من غير سوء واضمم اليك جناحك من الرهب ۖ فذانك برهانان من ربك الا فرعون وملئه ۚ انهم كانوا قوما فاسقين [SEP] واضمم اليك جناحك من الرهب
لِّيَهْلِكَ مَنْ هَلَكَ عَنۢ بَيِّنَةٍ وَيَحْيَىٰ مَنْ حَىَّ عَنۢ بَيِّنَةٍ [SEP] لِّيَهْلِكَ مَنْ هَلَكَ عَنۢ بَيِّنَةٍ وَيَحْيَىٰ مَنْ حَىَّ عَنۢ بَيِّنَةٍ,Medium,1,ليهلك من هلك عنۢ بينة ويحيا من حا عنۢ بينة [SEP] ليهلك من هلك عنۢ بينة ويحيا من حا عنۢ بينة
وَٱلْوَزْنُ يَوْمَئِذٍ ٱلْحَقُّ ۚ فَمَن ثَقُلَتْ مَوَٰزِينُهُۥ فَأُو۟لَٰٓئِكَ هُمُ ٱلْمُفْلِحُونَ [SEP] فَمَن ثَقُلَتْ مَوَٰزِينُهُۥ,Medium,1,والوزن يومئذ الحق ۚ فمن ثقلت موازينهۥ فاو۟لآئك هم المفلحون [SEP] فمن ثقلت موازينهۥ
وَأَمَّا الَّذِينَ فَسَقُوا فَمَأْوَاهُمُ النَّارُ ۖ كُلَّمَا أَرَادُوا أَن يَخْرُجُوا مِنْهَا أُعِيدُوا فِيهَا وَقِيلَ لَهُمْ ذُوقُوا عَذَابَ النَّارِ الَّذِي كُنتُم بِهِ تُكَذِّبُونَ [SEP] { وَقِيلَ لَهُمْ ذُوقُوا عَذَابَ النَّارِ },Medium,1,واما الذين فسقوا فماواهم النار ۖ كلما ارادوا ان يخرجوا منها اعيدوا فيها وقيل لهم ذوقوا عذاب النار الذي كنتم به تكذبون [SEP] { وقيل لهم ذوقوا عذاب النار }
وَإِذْ أَخَذْنَا مِيثَٰقَكُمْ وَرَفَعْنَا فَوْقَكُمُ ٱلطُّورَ خُذُوا۟ مَآ ءَاتَيْنَٰكُم بِقُوَّةٍ وَٱسْمَعُوا۟ ۖ قَالُوا۟ سَمِعْنَا وَعَصَيْنَا وَأُشْرِبُوا۟ فِى قُلُوبِهِمُ ٱلْعِجْلَ بِكُفْرِهِمْ ۚ قُلْ بِئْسَمَا يَأْمُرُكُم بِهِۦٓ إِيمَٰنُكُمْ إِن كُنتُم مُّؤْمِنِينَ [SEP] وَأُشْرِبُوا فِي قُلُوبِهِمُ الْعِجْلَ,Medium,1,واذ اخذنا ميثاقكم ورفعنا فوقكم الطور خذوا۟ مآ ءاتيناكم بقوة واسمعوا۟ ۖ قالوا۟ سمعنا وعصينا واشربوا۟ فا قلوبهم العجل بكفرهم ۚ قل بئسما يامركم بهۦٓ ايمانكم ان كنتم مؤمنين [SEP] واشربوا في قلوبهم العجل
كُلُواْ مِن طَيِّبَٰتِ مَا رَزَقۡنَٰكُمۡ وَلَا تَطۡغَوۡاْ فِيهِ فَيَحِلَّ عَلَيۡكُمۡ غَضَبِيۖ وَمَن يَحۡلِلۡ عَلَيۡهِ غَضَبِي فَقَدۡ هَوَىٰ [SEP] فَيَحِلَّ عَلَيْكُمْ غَضَبِي... وَمَنْ يَحْلِلْ عَلَيْهِ غَضَبِي فَقَدْ هَوَى,Medium,1,كلوا من طيبات ما رزقۡناكمۡ ولا تطۡغوۡا فيه فيحل عليۡكمۡ غضبيۖ ومن يحۡللۡ عليۡه غضبي فقدۡ هوا [SEP] فيحل عليكم غضبي... ومن يحلل عليه غضبي فقد هوا
فَقَدْ كَذَّبُوكُم بِمَا تَقُولُونَ فَمَا تَسْتَطِيعُونَ صَرْفًا وَلَا نَصْرًا ۚ وَمَن يَظْلِم مِّنكُمْ نُذِقْهُ عَذَابًا كَبِيرًا [SEP] وَمَن يَظْلِم مِّنكُمْ نُذِقْهُ عَذَابًا كَبِيرًا,Medium,1,فقد كذبوكم بما تقولون فما تستطيعون صرفا ولا نصرا ۚ ومن يظلم منكم نذقه عذابا كبيرا [SEP] ومن يظلم منكم نذقه عذابا كبيرا
ٱسْتَحْوَذَ عَلَيْهِمُ ٱلشَّيْطَٰنُ فَأَنسَىٰهُمْ ذِكْرَ ٱللَّهِ ۚ أُو۟لَٰٓئِكَ حِزْبُ ٱلشَّيْطَٰنِ ۚ أَلَآ إِنَّ حِزْبَ ٱلشَّيْطَٰنِ هُمُ ٱلْخَٰسِرُونَ [SEP] ٱسْتَحْوَذَ عَلَيْهِمُ ٱلشَّيْطَٰنُ,Medium,1,استحوذ عليهم الشيطان فانساهم ذكر الله ۚ او۟لآئك حزب الشيطان ۚ الآ ان حزب الشيطان هم الخاسرون [SEP] استحوذ عليهم الشيطان
وَجَعَلْنَا عَلَىٰ قُلُوبِهِمْ أَكِنَّةً أَن يَفْقَهُوهُ وَفِي آذَانِهِمْ وَقْرًا [SEP] أَكِنَّةً,Medium,1,وجعلنا علا قلوبهم اكنة ان يفقهوه وفي اذانهم وقرا [SEP] اكنة
وَذَا النُّونِ إِذ ذَّهَبَ مُغَاضِبًا فَظَنَّ أَن لَّن نَّقْدِرَ عَلَيْهِ فَنَادَىٰ فِي الظُّلُمَاتِ أَن لَّا إِلَٰهَ إِلَّا أَنتَ سُبْحَانَكَ إِنِّي كُنتُ مِنَ الظَّالِمِينَ [SEP] فَنَادَىٰ فِي الظُّلُمَاتِ,Medium,1,وذا النون اذ ذهب مغاضبا فظن ان لن نقدر عليه فنادا في الظلمات ان لا الاه الا انت سبحانك اني كنت من الظالمين [SEP] فنادا في الظلمات
ذَٰلِكَ وَمَن يُعَظِّمْ شَعَائِرَ اللَّهِ فَإِنَّهَا مِن تَقْوَى الْقُلُوبِ [SEP] فَإِنَّهَا مِن تَقْوَى الْقُلُوبِ,Medium,1,ذالك ومن يعظم شعائر الله فانها من تقوا القلوب [SEP] فانها من تقوا القلوب
وَأَصْبَحَ فُؤَادُ أُمِّ مُوسَىٰ فَارِغًا ۖ إِن كَادَتْ لَتُبْدِي بِهِ لَوْلَا أَن رَّبَطْنَا عَلَىٰ قَلْبِهَا لِتَكُونَ مِنَ الْمُؤْمِنِينَ [SEP] رَّبَطْنَا عَلَىٰ قَلْبِهَا,Medium,1,واصبح فؤاد ام موسا فارغا ۖ ان كادت لتبدي به لولا ان ربطنا علا قلبها لتكون من المؤمنين [SEP] ربطنا علا قلبها
الَّذِينَ ضَلَّ سَعْيُهُمْ فِي الْحَيَاةِ الدُّنْيَا وَهُمْ يَحْسَبُونَ أَنَّهُمْ يُحْسِنُونَ صُنْعًا [SEP] ضَلَّ سَعْيُهُمْ,Medium,1,الذين ضل سعيهم في الحياة الدنيا وهم يحسبون انهم يحسنون صنعا [SEP] ضل سعيهم
فَتَقَطَّعُوا أَمْرَهُمْ بَيْنَهُمْ زُبُرًا ۖ كُلُّ حِزْبٍ بِمَا لَدَيْهِمْ فَرِحُونَ [SEP] فَتَقَطَّعُوا أَمْرَهُمْ بَيْنَهُمْ زُبُرًا,High,2,فتقطعوا امرهم بينهم زبرا ۖ كل حزب بما لديهم فرحون [SEP] فتقطعوا امرهم بينهم زبرا
وَمَا أَدْرَاكَ مَا الْقَارِعَةُ [SEP] الْقَارِعَةُ,Medium,1,وما ادراك ما القارعة [SEP] القارعة
وَقَالَ الَّذِينَ أُوتُوا الْعِلْمَ وَيْلَكُمْ ثَوَابُ اللَّهِ خَيْرٌ لِّمَنْ آمَنَ وَعَمِلَ صَالِحًا وَلَا يُلَقَّاهَا إِلَّا الصَّابِرُونَ [SEP] وَلَا يُلَقَّاهَا إِلَّا الصَّابِرُونَ,Medium,1,وقال الذين اوتوا العلم ويلكم ثواب الله خير لمن امن وعمل صالحا ولا يلقاها الا الصابرون [SEP] ولا يلقاها الا الصابرون
قَدْ مَكَرَ ٱلَّذِينَ مِن قَبْلِهِمْ فَأَتَى ٱللَّهُ بُنْيَٰنَهُم مِّنَ ٱلْقَوَاعِدِ فَخَرَّ عَلَيْهِمُ ٱلسَّقْفُ مِن فَوْقِهِمْ وَأَتَىٰهُمُ ٱلْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ [SEP] فَأَتَى ٱللَّهُ بُنْيَٰنَهُم مِّنَ ٱلْقَوَاعِدِ فَخَرَّ عَلَيْهِمُ ٱلسَّقْفُ مِن فَوْقِهِمْ,High,2,قد مكر الذين من قبلهم فاتا الله بنيانهم من القواعد فخر عليهم السقف من فوقهم واتاهم العذاب من حيث لا يشعرون [SEP] فاتا الله بنيانهم من القواعد فخر عليهم السقف من فوقهم
ذَٰلِكُم بِأَنَّكُمُ ٱتَّخَذْتُمْ ءَايَٰتِ ٱللَّهِ هُزُوًا وَغَرَّتْكُمُ ٱلْحَيَوٰةُ ٱلدُّنْيَا [SEP] وَغَرَّتْكُمُ ٱلْحَيَوٰةُ ٱلدُّنْيَا,Medium,1,ذالكم بانكم اتخذتم ءايات الله هزوا وغرتكم الحيواة الدنيا [SEP] وغرتكم الحيواة الدنيا
هُوَ ٱلَّذِي يُصَلِّي عَلَيۡكُمۡ وَمَلَـٰٓئِكَتُهُۥ لِيُخۡرِجَكُم مِّنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِۚ وَكَانَ بِٱلۡمُؤۡمِنِينَ رَحِيمٗا [SEP] لِيُخْرِجَكُمْ مِنَ الظُّلُمَاتِ إِلَى النُّورِ,Medium,1,هو الذي يصلي عليۡكمۡ وملـآئكتهۥ ليخۡرجكم من الظلمات الا النورۚ وكان بالۡمؤۡمنين رحيمٗا [SEP] ليخرجكم من الظلمات الا النور
وَلَا تَقُولُوا۟ لِمَا تَصِفُ أَلْسِنَتُكُمُ ٱلْكَذِبَ هَٰذَا حَلَٰلٌ وَهَٰذَا حَرَامٌ لِّتَفْتَرُوا۟ عَلَى ٱللَّهِ ٱلْكَذِبَ ۚ إِنَّ ٱلَّذِينَ يَفْتَرُونَ عَلَى ٱللَّهِ ٱلْكَذِبَ لَا يُفْلِحُونَ [SEP] تَصِفُ أَلْسِنَتُكُمُ ٱلْكَذِبَ,Medium,1,ولا تقولوا۟ لما تصف السنتكم الكذب هاذا حلال وهاذا حرام لتفتروا۟ علا الله الكذب ۚ ان الذين يفترون علا الله الكذب لا يفلحون [SEP] تصف السنتكم الكذب
وَإِذَا النُّفُوسُ زُوِّجَتْ [SEP] وَإِذَا النُّفُوسُ زُوِّجَتْ,Medium,1,واذا النفوس زوجت [SEP] واذا النفوس زوجت
وَلَيْسَتِ ٱلتَّوْبَةُ لِلَّذِينَ يَعْمَلُونَ ٱلسَّيِّـَٔاتِ حَتَّىٰٓ إِذَا حَضَرَ أَحَدَهُمُ ٱلْمَوْتُ قَالَ إِنِّى تُبْتُ ٱلْـَٰٔنَ [SEP] حَضَرَ أَحَدَهُمُ ٱلْمَوْتُ,Medium,1,وليست التوبة للذين يعملون السيـٔات حتآ اذا حضر احدهم الموت قال انا تبت الـٔان [SEP] حضر احدهم الموت
يَٰٓأَيُّهَا ٱلنَّاسُ ٱتَّقُواْ رَبَّكُمۡ وَٱخۡشَوۡاْ يَوۡمٗا لَّا يَجۡزِي وَالِدٌ عَن وَلَدِهِۦ وَلَا مَوۡلُودٌ هُوَ جَازٍ عَن وَالِدِهِۦ شَيۡـًٔاۚ إِنَّ وَعۡدَ ٱللَّهِ حَقّٞۖ فَلَا تَغُرَّنَّكُمُ ٱلۡحَيَوٰةُ ٱلدُّنۡيَا وَلَا يَغُرَّنَّكُم بِٱللَّهِ ٱلۡغَرُورُ [SEP] فَلَا تَغُرَّنَّكُمُ الْحَيَاةُ الدُّنْيَا,Medium,1,يآايها الناس اتقوا ربكمۡ واخۡشوۡا يوۡمٗا لا يجۡزي والد عن ولدهۦ ولا موۡلود هو جاز عن والدهۦ شيۡـٔاۚ ان وعۡد الله حقٞۖ فلا تغرنكم الۡحيواة الدنۡيا ولا يغرنكم بالله الۡغرور [SEP] فلا تغرنكم الحياة الدنيا
وَقَالُوا إِن نَّتَّبِعِ الْهُدَىٰ مَعَكَ نُتَخَطَّفْ مِنْ أَرْضِنَا ۚ أَوَلَمْ نُمَكِّن لَّهُمْ حَرَمًا آمِنًا يُجْبَىٰ إِلَيْهِ ثَمَرَاتُ كُلِّ شَيْءٍ رِّزْقًا مِّن لَّدُنَّا وَلَٰكِنَّ أَكْثَرَهُمْ لَا يَعْلَمُونَ [SEP] نُتَخَطَّفْ مِنْ أَرْضِنَا,Medium,1,وقالوا ان نتبع الهدا معك نتخطف من ارضنا ۚ اولم نمكن لهم حرما امنا يجبا اليه ثمرات كل شيء رزقا من لدنا ولاكن اكثرهم لا يعلمون [SEP] نتخطف من ارضنا
وَدُّوا۟ لَوْ تُدْهِنُ فَيُدْهِنُونَ [SEP] وَدُّوا۟ لَوْ تُدْهِنُ فَيُدْهِنُونَ,Medium,1,ودوا۟ لو تدهن فيدهنون [SEP] ودوا۟ لو تدهن فيدهنون
إِذًا لَّأَذَقْنَاكَ ضِعْفَ الْحَيَاةِ وَضِعْفَ الْمَمَاتِ ثُمَّ لَا تَجِدُ لَكَ عَلَيْنَا نَصِيرًا [SEP] إِذًا لَّأَذَقْنَاكَ ضِعْفَ الْحَيَاةِ,Medium,1,اذا لاذقناك ضعف الحياة وضعف الممات ثم لا تجد لك علينا نصيرا [SEP] اذا لاذقناك ضعف الحياة
إِنَّمَا يَسْتَـْٔذِنُكَ ٱلَّذِينَ لَا يُؤْمِنُونَ بِٱللَّهِ وَٱلْيَوْمِ ٱلْءَاخِرِ وَٱرْتَابَتْ قُلُوبُهُمْ فَهُمْ فِى رَيْبِهِمْ يَتَرَدَّدُونَ [SEP] وَٱرْتَابَتْ قُلُوبُهُمْ,Medium,1,انما يستـٔذنك الذين لا يؤمنون بالله واليوم الءاخر وارتابت قلوبهم فهم فا ريبهم يترددون [SEP] وارتابت قلوبهم
فَأَلْقَىٰ مُوسَىٰ عَصَاهُ فَإِذَا هِيَ تَلْقَفُ مَا يَأْفِكُونَ [SEP] تَلْقَفُ مَا يَأْفِكُونَ,Medium,1,فالقا موسا عصاه فاذا هي تلقف ما يافكون [SEP] تلقف ما يافكون
وَمَا أَرْسَلْنَاكَ إِلَّا رَحْمَةً لِلْعَالَمِينَ [SEP] وَمَا أَرْسَلْنَاكَ إِلَّا رَحْمَةً,Medium,1,وما ارسلناك الا رحمة للعالمين [SEP] وما ارسلناك الا رحمة
إِنَّ الَّذِينَ لَا يُؤْمِنُونَ بِالْآخِرَةِ زَيَّنَّا لَهُمْ أَعْمَالَهُمْ فَهُمْ يَعْمَهُونَ [SEP] زَيَّنَّا لَهُمْ أَعْمَالَهُمْ,Medium,1,ان الذين لا يؤمنون بالاخرة زينا لهم اعمالهم فهم يعمهون [SEP] زينا لهم اعمالهم
وَلِلَّهِ غَيْبُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَإِلَيْهِ يُرْجَعُ ٱلْأَمْرُ كُلُّهُۥ فَٱعْبُدْهُ وَتَوَكَّلْ عَلَيْهِ ۚ وَمَا رَبُّكَ بِغَٰفِلٍ عَمَّا تَعْمَلُونَ [SEP] وَإِلَيْهِ يُرْجَعُ ٱلْأَمْرُ كُلُّهُۥ,Medium,1,ولله غيب السماوات والارض واليه يرجع الامر كلهۥ فاعبده وتوكل عليه ۚ وما ربك بغافل عما تعملون [SEP] واليه يرجع الامر كلهۥ
كَذَّبَ الَّذِينَ مِن قَبْلِهِمْ فَأَتَاهُمُ الْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ [SEP] فَأَتَاهُمُ الْعَذَابُ,Medium,1,كذب الذين من قبلهم فاتاهم العذاب من حيث لا يشعرون [SEP] فاتاهم العذاب
وَإِذَا رَأَيْتَهُمْ تُعْجِبُكَ أَجْسَامُهُمْ ۖ وَإِن يَقُولُوا۟ تَسْمَعْ لِقَوْلِهِمْ ۖ كَأَنَّهُمْ خُشُبٌ مُّسَنَّدَةٌ ۖ يَحْسَبُونَ كُلَّ صَيْحَةٍ عَلَيْهِمْ ۚ هُمُ ٱلْعَدُوُّ فَٱحْذَرْهُمْ ۚ قَٰتَلَهُمُ ٱللَّهُ ۖ أَنَّىٰ يُؤْفَكُونَ [SEP] كَأَنَّهُمْ خُشُبٌ مُّسَنَّدَةٌ,High,2,واذا رايتهم تعجبك اجسامهم ۖ وان يقولوا۟ تسمع لقولهم ۖ كانهم خشب مسندة ۖ يحسبون كل صيحة عليهم ۚ هم العدو فاحذرهم ۚ قاتلهم الله ۖ انا يؤفكون [SEP] كانهم خشب مسندة
أَمْ يَقُولُونَ ٱفْتَرَىٰ عَلَى ٱللَّهِ كَذِبًا ۖ فَإِن يَشَإِ ٱللَّهُ يَخْتِمْ عَلَىٰ قَلْبِكَ ۗ وَيَمْحُ ٱللَّهُ ٱلْبَٰطِلَ وَيُحِقُّ ٱلْحَقَّ بِكَلِمَٰتِهِۦٓ ۚ إِنَّهُۥ عَلِيمٌۢ بِذَاتِ ٱلصُّدُورِ [SEP] فَإِن يَشَإِ اللَّهُ يَخْتِمْ عَلَىٰ قَلْبِكَ,Medium,1,ام يقولون افترا علا الله كذبا ۖ فان يشا الله يختم علا قلبك ۗ ويمح الله الباطل ويحق الحق بكلماتهۦٓ ۚ انهۥ عليمۢ بذات الصدور [SEP] فان يشا الله يختم علا قلبك
وَلَا الظُّلُمَاتُ وَلَا النُّورُ [SEP] وَلَا الظُّلُمَاتُ وَلَا النُّورُ,Medium,1,ولا الظلمات ولا النور [SEP] ولا الظلمات ولا النور
أُو۟لَٰٓئِكَ ٱلَّذِينَ ٱمْتَحَنَ ٱللَّهُ قُلُوبَهُمْ لِلتَّقْوَىٰ ۚ لَهُم مَّغْفِرَةٌ وَأَجْرٌ عَظِيمٌ [SEP] امْتَحَنَ اللَّهُ قُلُوبَهُمْ لِلتَّقْوَىٰ,Medium,1,او۟لآئك الذين امتحن الله قلوبهم للتقوا ۚ لهم مغفرة واجر عظيم [SEP] امتحن الله قلوبهم للتقوا
وَمَن يَعْمَلْ سُوٓءًا أَوْ يَظْلِمْ نَفْسَهُۥ ثُمَّ يَسْتَغْفِرِ ٱللَّهَ يَجِدِ ٱللَّهَ غَفُورًا رَّحِيمًا [SEP] يَجِدِ ٱللَّهَ غَفُورًا رَّحِيمًا,Medium,1,ومن يعمل سوٓءا او يظلم نفسهۥ ثم يستغفر الله يجد الله غفورا رحيما [SEP] يجد الله غفورا رحيما
إِنَّ شَرَّ ٱلدَّوَآبِّ عِندَ ٱللَّهِ ٱلصُّمُّ ٱلْبُكْمُ ٱلَّذِينَ لَا يَعْقِلُونَ [SEP] ٱلصُّمُّ ٱلْبُكْمُ,Medium,1,ان شر الدوآب عند الله الصم البكم الذين لا يعقلون [SEP] الصم البكم
وَجَعَلْنَا مِن بَيْنِ أَيْدِيهِمْ سَدًّا وَمِنْ خَلْفِهِمْ سَدًّا فَأَغْشَيْنَاهُمْ فَهُمْ لَا يُبْصِرُونَ [SEP] وَجَعَلْنَا مِن بَيْنِ أَيْدِيهِمْ سَدًّا وَمِنْ خَلْفِهِمْ سَدًّا فَأَغْشَيْنَاهُمْ فَهُمْ لَا يُبْصِرُونَ,High,2,وجعلنا من بين ايديهم سدا ومن خلفهم سدا فاغشيناهم فهم لا يبصرون [SEP] وجعلنا من بين ايديهم سدا ومن خلفهم سدا فاغشيناهم فهم لا يبصرون
فَأَخَذَتْهُمُ ٱلرَّجْفَةُ فَأَصْبَحُوا۟ فِى دَارِهِمْ جَٰثِمِينَ [SEP] فَأَخَذَتْهُمُ الرَّجْفَةُ,Medium,1,فاخذتهم الرجفة فاصبحوا۟ فا دارهم جاثمين [SEP] فاخذتهم الرجفة
ٱلسَّمَآءُ مُنفَطِرٌۢ بِهِۦ ۚ كَانَ وَعْدُهُۥ مَفْعُولًا [SEP] ٱلسَّمَآءُ مُنفَطِرٌۢ بِهِۦ,Medium,1,السمآء منفطرۢ بهۦ ۚ كان وعدهۥ مفعولا [SEP] السمآء منفطرۢ بهۦ
هُوَ ٱلَّذِىٓ أَخْرَجَ ٱلَّذِينَ كَفَرُوا۟ مِنْ أَهْلِ ٱلْكِتَٰبِ مِن دِيَٰرِهِمْ لِأَوَّلِ ٱلْحَشْرِ ۚ مَا ظَنَنتُمْ أَن يَخْرُجُوا۟ ۖ وَظَنُّوٓا۟ أَنَّهُم مَّانِعَتُهُمْ حُصُونُهُم مِّنَ ٱللَّهِ فَأَتَىٰهُمُ ٱللَّهُ مِنْ حَيْثُ لَمْ يَحْتَسِبُوا۟ ۖ وَقَذَفَ فِى قُلُوبِهِمُ ٱلرُّعْبَ ۚ يُخْرِبُونَ بُيُوتَهُم بِأَيْدِيهِمْ وَأَيْدِى ٱلْمُؤْمِنِينَ فَٱعْتَبِرُوا۟ يَٰٓأُو۟لِى ٱلْأَبْصَٰرِ [SEP] فَأَتَىٰهُمُ ٱللَّهُ مِنْ حَيْثُ لَمْ يَحْتَسِبُوا۟,Medium,1,هو الذآ اخرج الذين كفروا۟ من اهل الكتاب من ديارهم لاول الحشر ۚ ما ظننتم ان يخرجوا۟ ۖ وظنوٓا۟ انهم مانعتهم حصونهم من الله فاتاهم الله من حيث لم يحتسبوا۟ ۖ وقذف فا قلوبهم الرعب ۚ يخربون بيوتهم بايديهم وايدا المؤمنين فاعتبروا۟ يآاو۟لا الابصار [SEP] فاتاهم الله من حيث لم يحتسبوا۟
وَكَأَيِّنْ مِنْ قَرْيَةٍ هِيَ أَشَدُّ قُوَّةً مِنْ قَرْيَتِكَ الَّتِي أَخْرَجَتْكَ أَهْلَكْنَاهُمْ فَلَا نَاصِرَ لَهُمْ [SEP] قَرْيَتِكَ الَّتِي أَخْرَجَتْكَ,Medium,1,وكاين من قرية هي اشد قوة من قريتك التي اخرجتك اهلكناهم فلا ناصر لهم [SEP] قريتك التي اخرجتك
وَلَوْ جَعَلْنَٰهُ مَلَكًا لَّجَعَلْنَٰهُ رَجُلًا وَلَلَبَسْنَا عَلَيْهِم مَّا يَلْبِسُونَ [SEP] وَلَلَبَسْنَا عَلَيْهِم مَّا يَلْبِسُونَ,Low,0,ولو جعلناه ملكا لجعلناه رجلا وللبسنا عليهم ما يلبسون [SEP] وللبسنا عليهم ما يلبسون
وَمَن يُشَاقِقِ ٱلرَّسُولَ مِنۢ بَعْدِ مَا تَبَيَّنَ لَهُ ٱلْهُدَىٰ وَيَتَّبِعْ غَيْرَ سَبِيلِ ٱلْمُؤْمِنِينَ نُوَلِّهِۦ مَا تَوَلَّىٰ وَنُصْلِهِۦ جَهَنَّمَ ۖ وَسَآءَتْ مَصِيرًا [SEP] وَمَن يُشَاقِقِ ٱلرَّسُولَ,Medium,1,ومن يشاقق الرسول منۢ بعد ما تبين له الهدا ويتبع غير سبيل المؤمنين نولهۦ ما تولا ونصلهۦ جهنم ۖ وسآءت مصيرا [SEP] ومن يشاقق الرسول
قَالَ أَرَأَيْتَكَ هَٰذَا الَّذِي كَرَّمْتَ عَلَيَّ لَئِنْ أَخَّرْتَنِ إِلَىٰ يَوْمِ الْقِيَامَةِ لَأَحْتَنِكَنَّ ذُرِّيَّتَهُ إِلَّا قَلِيلًا [SEP] لَأَحْتَنِكَنَّ ذُرِّيَّتَهُ,Medium,1,قال ارايتك هاذا الذي كرمت علي لئن اخرتن الا يوم القيامة لاحتنكن ذريته الا قليلا [SEP] لاحتنكن ذريته
إِذَا الشَّمْسُ كُوِّرَتْ [SEP] إِذَا الشَّمْسُ كُوِّرَتْ,Medium,1,اذا الشمس كورت [SEP] اذا الشمس كورت
يَوْمَئِذٍ يَتَّبِعُونَ الدَّاعِيَ لَا عِوَجَ لَهُ ۖ وَخَشَعَتِ الْأَصْوَاتُ لِلرَّحْمَٰنِ فَلَا تَسْمَعُ إِلَّا هَمْسًا [SEP] وَخَشَعَتِ الْأَصْوَاتُ لِلرَّحْمَنِ,Medium,1,يومئذ يتبعون الداعي لا عوج له ۖ وخشعت الاصوات للرحمان فلا تسمع الا همسا [SEP] وخشعت الاصوات للرحمن
وَاللَّهُ الَّذِي أَرْسَلَ الرِّيَاحَ فَتُثِيرُ سَحَابًا فَسُقْنَاهُ إِلَىٰ بَلَدٍ مَيِّتٍ فَأَحْيَيْنَا بِهِ الْأَرْضَ بَعْدَ مَوْتِهَا ۚ كَذَٰلِكَ النُّشُورُ [SEP] بَلَدٍ مَيِّتٍ ... فَأَحْيَيْنَا بِهِ الْأَرْضَ بَعْدَ مَوْتِهَا,Medium,1,والله الذي ارسل الرياح فتثير سحابا فسقناه الا بلد ميت فاحيينا به الارض بعد موتها ۚ كذالك النشور [SEP] بلد ميت ... فاحيينا به الارض بعد موتها
وَمِنْهُم مَّن يَسْتَمِعُونَ إِلَيْكَ ۚ أَفَأَنتَ تُسْمِعُ ٱلصُّمَّ وَلَوْ كَانُوا۟ لَا يَعْقِلُونَ [SEP] أَفَأَنتَ تُسْمِعُ الصُّمَّ,High,2,ومنهم من يستمعون اليك ۚ افانت تسمع الصم ولو كانوا۟ لا يعقلون [SEP] افانت تسمع الصم
وَأَمَّا عَادٌ فَأُهْلِكُوا بِرِيحٍ صَرْصَرٍ عَاتِيَةٍ [SEP] بِرِيحٍ صَرْصَرٍ عَاتِيَةٍ,Medium,1,واما عاد فاهلكوا بريح صرصر عاتية [SEP] بريح صرصر عاتية
